Feature,Value,Model,test_subjects
upperarm_jerk_mean,0.0,AdaBoostClassifier,"(2, 3, 13)"
upperarm_jerk_mad,0.0,AdaBoostClassifier,"(2, 3, 13)"
upperarm_acc_max,0.0,AdaBoostClassifier,"(2, 3, 13)"
upperarm_jerk_min,0.0,AdaBoostClassifier,"(2, 3, 13)"
upperarm_acc_std,0.0,AdaBoostClassifier,"(2, 3, 13)"
upperarm_jerk_max,0.0,AdaBoostClassifier,"(2, 3, 13)"
upperarm_jerk_med,0.0,AdaBoostClassifier,"(2, 3, 13)"
upperarm_jerk_perc25,0.0,AdaBoostClassifier,"(2, 3, 13)"
upperarm_acc_perc25,0.0,AdaBoostClassifier,"(2, 3, 13)"
wrist_acc_length,0.0,AdaBoostClassifier,"(2, 3, 13)"
trunk_jerk_std,0.0,AdaBoostClassifier,"(2, 3, 13)"
trunk_jerk_mad,0.0,AdaBoostClassifier,"(2, 3, 13)"
wrist_acc_mad,0.0,AdaBoostClassifier,"(2, 3, 13)"
wrist_acc_perc25,0.0,AdaBoostClassifier,"(2, 3, 13)"
wrist_acc_perc75,0.0,AdaBoostClassifier,"(2, 3, 13)"
wrist_jerk_mean,0.0,AdaBoostClassifier,"(2, 3, 13)"
wrist_jerk_mad,0.0,AdaBoostClassifier,"(2, 3, 13)"
wrist_jerk_min,0.0,AdaBoostClassifier,"(2, 3, 13)"
wrist_jerk_max,0.0,AdaBoostClassifier,"(2, 3, 13)"
wrist_jerk_med,0.0,AdaBoostClassifier,"(2, 3, 13)"
wrist_jerk_perc25,0.0,AdaBoostClassifier,"(2, 3, 13)"
wrist_jerk_perc75,0.0,AdaBoostClassifier,"(2, 3, 13)"
trunk_acc_mean,0.0,AdaBoostClassifier,"(2, 3, 13)"
trunk_acc_max,0.0,AdaBoostClassifier,"(2, 3, 13)"
wrist_acc_mean,0.0,AdaBoostClassifier,"(2, 3, 13)"
trunk_jerk_mean,0.0,AdaBoostClassifier,"(2, 3, 13)"
trunk_jerk_rms,0.0,AdaBoostClassifier,"(2, 3, 13)"
trunk_acc_perc75,0.0,AdaBoostClassifier,"(2, 3, 13)"
error,0.0,GaussianNB,"(2, 3, 13)"
error,0.0,DummyClassifier,"(2, 3, 13)"
error,0.0,KNeighborsClassifier,"(2, 3, 13)"
error,0.0,SGDClassifier,"(2, 3, 13)"
wrist_acc_perc25,0.08,AdaBoostClassifier,"(2, 3, 15)"
upperarm_jerk_perc75,0.06,AdaBoostClassifier,"(2, 3, 15)"
wrist_jerk_mad,0.06,AdaBoostClassifier,"(2, 3, 15)"
upperarm_acc_max,0.04,AdaBoostClassifier,"(2, 3, 15)"
trunk_jerk_min,0.04,AdaBoostClassifier,"(2, 3, 15)"
trunk_jerk_mad,0.04,AdaBoostClassifier,"(2, 3, 15)"
wrist_acc_mean,0.04,AdaBoostClassifier,"(2, 3, 15)"
upperarm_acc_perc25,0.04,AdaBoostClassifier,"(2, 3, 15)"
trunk_acc_mad,0.04,AdaBoostClassifier,"(2, 3, 15)"
upperarm_jerk_mad,0.04,AdaBoostClassifier,"(2, 3, 15)"
wrist_jerk_perc25,0.04,AdaBoostClassifier,"(2, 3, 15)"
wrist_jerk_std,0.04,AdaBoostClassifier,"(2, 3, 15)"
upperarm_jerk_rms,0.04,AdaBoostClassifier,"(2, 3, 15)"
upperarm_jerk_perc25,0.04,AdaBoostClassifier,"(2, 3, 15)"
wrist_acc_std,0.04,AdaBoostClassifier,"(2, 3, 15)"
wrist_acc_min,0.04,AdaBoostClassifier,"(2, 3, 15)"
wrist_jerk_rms,0.02,AdaBoostClassifier,"(2, 3, 15)"
upperarm_jerk_max,0.02,AdaBoostClassifier,"(2, 3, 15)"
trunk_jerk_med,0.02,AdaBoostClassifier,"(2, 3, 15)"
wrist_acc_rms,0.02,AdaBoostClassifier,"(2, 3, 15)"
trunk_jerk_std,0.02,AdaBoostClassifier,"(2, 3, 15)"
trunk_jerk_rms,0.02,AdaBoostClassifier,"(2, 3, 15)"
upperarm_acc_med,0.02,AdaBoostClassifier,"(2, 3, 15)"
wrist_acc_max,0.02,AdaBoostClassifier,"(2, 3, 15)"
trunk_acc_med,0.02,AdaBoostClassifier,"(2, 3, 15)"
trunk_acc_max,0.02,AdaBoostClassifier,"(2, 3, 15)"
trunk_acc_min,0.02,AdaBoostClassifier,"(2, 3, 15)"
wrist_acc_med,0.02,AdaBoostClassifier,"(2, 3, 15)"
wrist_acc_perc75,0.02,AdaBoostClassifier,"(2, 3, 15)"
upperarm_jerk_min,0.02,AdaBoostClassifier,"(2, 3, 15)"
upperarm_acc_perc75,0.0,AdaBoostClassifier,"(2, 3, 15)"
upperarm_jerk_mean,0.0,AdaBoostClassifier,"(2, 3, 15)"
upperarm_acc_rms,0.0,AdaBoostClassifier,"(2, 3, 15)"
upperarm_jerk_med,0.0,AdaBoostClassifier,"(2, 3, 15)"
upperarm_jerk_std,0.0,AdaBoostClassifier,"(2, 3, 15)"
upperarm_acc_min,0.0,AdaBoostClassifier,"(2, 3, 15)"
upperarm_acc_std,0.0,AdaBoostClassifier,"(2, 3, 15)"
upperarm_acc_mad,0.0,AdaBoostClassifier,"(2, 3, 15)"
wrist_acc_length,0.0,AdaBoostClassifier,"(2, 3, 15)"
upperarm_acc_mean,0.0,AdaBoostClassifier,"(2, 3, 15)"
trunk_jerk_perc75,0.0,AdaBoostClassifier,"(2, 3, 15)"
trunk_jerk_perc25,0.0,AdaBoostClassifier,"(2, 3, 15)"
trunk_jerk_max,0.0,AdaBoostClassifier,"(2, 3, 15)"
trunk_jerk_mean,0.0,AdaBoostClassifier,"(2, 3, 15)"
trunk_acc_perc25,0.0,AdaBoostClassifier,"(2, 3, 15)"
trunk_acc_std,0.0,AdaBoostClassifier,"(2, 3, 15)"
trunk_acc_rms,0.0,AdaBoostClassifier,"(2, 3, 15)"
trunk_acc_mean,0.0,AdaBoostClassifier,"(2, 3, 15)"
wrist_jerk_perc75,0.0,AdaBoostClassifier,"(2, 3, 15)"
wrist_jerk_med,0.0,AdaBoostClassifier,"(2, 3, 15)"
wrist_jerk_max,0.0,AdaBoostClassifier,"(2, 3, 15)"
wrist_jerk_min,0.0,AdaBoostClassifier,"(2, 3, 15)"
wrist_jerk_mean,0.0,AdaBoostClassifier,"(2, 3, 15)"
wrist_acc_mad,0.0,AdaBoostClassifier,"(2, 3, 15)"
trunk_acc_perc75,0.0,AdaBoostClassifier,"(2, 3, 15)"
wrist_acc_std,0.030735451120815424,ExtraTreesClassifier,"(2, 3, 15)"
wrist_acc_perc25,0.03024109450363708,ExtraTreesClassifier,"(2, 3, 15)"
wrist_acc_rms,0.02981946957591951,ExtraTreesClassifier,"(2, 3, 15)"
wrist_acc_min,0.028121800083787632,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_acc_std,0.025323520349355783,ExtraTreesClassifier,"(2, 3, 15)"
wrist_acc_mean,0.024988274382294756,ExtraTreesClassifier,"(2, 3, 15)"
wrist_acc_mad,0.023964259191026835,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_acc_perc25,0.022762647553995215,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_acc_perc75,0.021965365709710215,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_acc_med,0.02156440059387142,ExtraTreesClassifier,"(2, 3, 15)"
trunk_jerk_std,0.021022872555878383,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_jerk_perc25,0.020823547590619763,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_acc_max,0.02055161195006204,ExtraTreesClassifier,"(2, 3, 15)"
wrist_acc_med,0.020449183768777978,ExtraTreesClassifier,"(2, 3, 15)"
trunk_jerk_max,0.020414419133546705,ExtraTreesClassifier,"(2, 3, 15)"
wrist_acc_max,0.020352207779882926,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_acc_mad,0.02015171263752179,ExtraTreesClassifier,"(2, 3, 15)"
wrist_jerk_mad,0.020125493685217984,ExtraTreesClassifier,"(2, 3, 15)"
trunk_jerk_perc75,0.01935474349164726,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_jerk_rms,0.019345200600879898,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_jerk_mad,0.019257537261067794,ExtraTreesClassifier,"(2, 3, 15)"
trunk_acc_mad,0.019046839022126286,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_jerk_std,0.018786410219957316,ExtraTreesClassifier,"(2, 3, 15)"
wrist_jerk_rms,0.01858311343796871,ExtraTreesClassifier,"(2, 3, 15)"
trunk_acc_max,0.018302122350435684,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_acc_rms,0.017602630633968688,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_jerk_mean,0.01759119177511511,ExtraTreesClassifier,"(2, 3, 15)"
wrist_jerk_perc25,0.017405217093471485,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_jerk_min,0.017324695138172374,ExtraTreesClassifier,"(2, 3, 15)"
trunk_jerk_mad,0.017290282079456213,ExtraTreesClassifier,"(2, 3, 15)"
trunk_acc_std,0.01691797199683921,ExtraTreesClassifier,"(2, 3, 15)"
trunk_jerk_min,0.01690882445419046,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_jerk_med,0.01642031253235662,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_acc_mean,0.01636374224484883,ExtraTreesClassifier,"(2, 3, 15)"
trunk_jerk_mean,0.01629336196164697,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_jerk_max,0.016224686308192425,ExtraTreesClassifier,"(2, 3, 15)"
trunk_acc_mean,0.01578697458515603,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_acc_min,0.01545956696675656,ExtraTreesClassifier,"(2, 3, 15)"
wrist_jerk_std,0.015271751437723285,ExtraTreesClassifier,"(2, 3, 15)"
trunk_acc_min,0.015144313764093949,ExtraTreesClassifier,"(2, 3, 15)"
wrist_jerk_max,0.014957729621132643,ExtraTreesClassifier,"(2, 3, 15)"
wrist_jerk_perc75,0.014769675158578875,ExtraTreesClassifier,"(2, 3, 15)"
upperarm_jerk_perc75,0.014170429005100986,ExtraTreesClassifier,"(2, 3, 15)"
trunk_jerk_rms,0.014144067907286062,ExtraTreesClassifier,"(2, 3, 15)"
wrist_acc_perc75,0.014029740590115367,ExtraTreesClassifier,"(2, 3, 15)"
trunk_jerk_perc25,0.013945194405751966,ExtraTreesClassifier,"(2, 3, 15)"
wrist_jerk_mean,0.013642735217391153,ExtraTreesClassifier,"(2, 3, 15)"
wrist_jerk_min,0.013461798373990228,ExtraTreesClassifier,"(2, 3, 15)"
wrist_jerk_med,0.013351667830621763,ExtraTreesClassifier,"(2, 3, 15)"
trunk_acc_med,0.01247203939378731,ExtraTreesClassifier,"(2, 3, 15)"
trunk_acc_rms,0.012393127645890154,ExtraTreesClassifier,"(2, 3, 15)"
wrist_acc_length,0.012266107083004312,ExtraTreesClassifier,"(2, 3, 15)"
trunk_acc_perc75,0.011902692039510004,ExtraTreesClassifier,"(2, 3, 15)"
trunk_jerk_med,0.010902732104144448,ExtraTreesClassifier,"(2, 3, 15)"
trunk_acc_perc25,0.00953144210170222,ExtraTreesClassifier,"(2, 3, 15)"
error,0.0,LogisticRegression,"(2, 3, 15)"
error,0.0,LinearDiscriminantAnalysis,"(2, 3, 15)"
error,0.0,RidgeClassifier,"(2, 3, 15)"
upperarm_acc_mad,0.1514414414414415,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_jerk_perc25,0.14364364364364363,DecisionTreeClassifier,"(2, 3, 15)"
wrist_acc_perc75,0.14107807314703869,DecisionTreeClassifier,"(2, 3, 15)"
wrist_acc_std,0.1319058811576704,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_jerk_rms,0.10841029708954239,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_acc_perc75,0.08442728442728442,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_acc_std,0.06203570029656983,DecisionTreeClassifier,"(2, 3, 15)"
wrist_jerk_max,0.05710057883970927,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_acc_max,0.046904046904046925,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_acc_min,0.04022022022022021,DecisionTreeClassifier,"(2, 3, 15)"
trunk_acc_min,0.03283283283283283,DecisionTreeClassifier,"(2, 3, 15)"
trunk_jerk_perc25,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_jerk_med,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_jerk_max,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_jerk_perc75,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_jerk_min,0.0,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_acc_mean,0.0,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_acc_rms,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_acc_length,0.0,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_acc_med,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_jerk_mad,0.0,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_acc_perc25,0.0,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_jerk_mean,0.0,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_jerk_mad,0.0,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_jerk_std,0.0,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_jerk_min,0.0,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_jerk_max,0.0,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_jerk_med,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_jerk_std,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_acc_perc75,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_jerk_rms,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_jerk_min,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_acc_rms,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_acc_mad,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_acc_min,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_acc_max,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_acc_med,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_acc_perc25,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_jerk_mean,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_jerk_rms,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_jerk_mad,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_jerk_std,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_jerk_med,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_jerk_mean,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_jerk_perc25,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_jerk_perc75,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_acc_mean,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_acc_rms,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_acc_mad,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_acc_std,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_acc_max,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_acc_med,0.0,DecisionTreeClassifier,"(2, 3, 15)"
trunk_acc_perc25,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_acc_mean,0.0,DecisionTreeClassifier,"(2, 3, 15)"
upperarm_jerk_perc75,0.0,DecisionTreeClassifier,"(2, 3, 15)"
wrist_acc_std,0.10854510266344587,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_acc_mad,0.09616623491246855,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_jerk_perc25,0.07926721036823699,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_acc_max,0.06483888120278221,GradientBoostingClassifier,"(2, 3, 15)"
trunk_acc_perc75,0.057398928673971304,GradientBoostingClassifier,"(2, 3, 15)"
wrist_acc_perc25,0.05236492183590066,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_acc_std,0.04981930220943551,GradientBoostingClassifier,"(2, 3, 15)"
wrist_acc_perc75,0.04705681685395112,GradientBoostingClassifier,"(2, 3, 15)"
wrist_acc_rms,0.03737297710171382,GradientBoostingClassifier,"(2, 3, 15)"
wrist_acc_med,0.03733465585946851,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_jerk_rms,0.035801286703987065,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_jerk_perc75,0.02988612131533464,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_jerk_max,0.029159774697838977,GradientBoostingClassifier,"(2, 3, 15)"
wrist_acc_mean,0.027296064466324554,GradientBoostingClassifier,"(2, 3, 15)"
wrist_jerk_mad,0.023764212972738025,GradientBoostingClassifier,"(2, 3, 15)"
wrist_acc_mad,0.02220654236560644,GradientBoostingClassifier,"(2, 3, 15)"
trunk_acc_max,0.021644806831338768,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_acc_med,0.021479517412695846,GradientBoostingClassifier,"(2, 3, 15)"
trunk_jerk_max,0.011919731370147426,GradientBoostingClassifier,"(2, 3, 15)"
wrist_acc_max,0.011552679722086706,GradientBoostingClassifier,"(2, 3, 15)"
wrist_acc_min,0.010266481414667341,GradientBoostingClassifier,"(2, 3, 15)"
trunk_acc_std,0.009979879248041813,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_jerk_std,0.009858497734790934,GradientBoostingClassifier,"(2, 3, 15)"
trunk_jerk_std,0.00965756023521394,GradientBoostingClassifier,"(2, 3, 15)"
trunk_acc_mad,0.009480118042174097,GradientBoostingClassifier,"(2, 3, 15)"
wrist_jerk_min,0.008850086456506725,GradientBoostingClassifier,"(2, 3, 15)"
trunk_jerk_min,0.008464775636755743,GradientBoostingClassifier,"(2, 3, 15)"
trunk_jerk_med,0.007967419254589261,GradientBoostingClassifier,"(2, 3, 15)"
trunk_acc_perc25,0.0073993321251991035,GradientBoostingClassifier,"(2, 3, 15)"
wrist_jerk_perc75,0.007273331407029256,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_acc_rms,0.006620868890337424,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_jerk_min,0.0060847392647419025,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_acc_perc75,0.005203105061461723,GradientBoostingClassifier,"(2, 3, 15)"
trunk_acc_min,0.005124059238570355,GradientBoostingClassifier,"(2, 3, 15)"
trunk_jerk_rms,0.004819597524506156,GradientBoostingClassifier,"(2, 3, 15)"
trunk_jerk_perc75,0.003723790251325197,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_acc_min,0.002343663614020896,GradientBoostingClassifier,"(2, 3, 15)"
wrist_jerk_max,0.0018724329820786773,GradientBoostingClassifier,"(2, 3, 15)"
trunk_jerk_mad,0.001546403532639462,GradientBoostingClassifier,"(2, 3, 15)"
wrist_jerk_rms,0.0013384367061562085,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_acc_perc25,0.0011037784702461395,GradientBoostingClassifier,"(2, 3, 15)"
trunk_jerk_perc25,0.0010067782855707654,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_acc_mean,0.0007481083932193617,GradientBoostingClassifier,"(2, 3, 15)"
trunk_acc_rms,0.0007437716419490404,GradientBoostingClassifier,"(2, 3, 15)"
wrist_jerk_mean,0.0006985254658470179,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_jerk_med,0.0005739072000532123,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_jerk_mean,0.0005676531360149751,GradientBoostingClassifier,"(2, 3, 15)"
wrist_acc_length,0.0005156578805067138,GradientBoostingClassifier,"(2, 3, 15)"
trunk_acc_med,0.00043963885371320154,GradientBoostingClassifier,"(2, 3, 15)"
wrist_jerk_med,0.0003957406745563578,GradientBoostingClassifier,"(2, 3, 15)"
trunk_acc_mean,0.00017777146654964648,GradientBoostingClassifier,"(2, 3, 15)"
upperarm_jerk_mad,0.00015400822445876643,GradientBoostingClassifier,"(2, 3, 15)"
wrist_jerk_std,6.256609412225242e-05,GradientBoostingClassifier,"(2, 3, 15)"
wrist_jerk_perc25,3.523631002839706e-05,GradientBoostingClassifier,"(2, 3, 15)"
trunk_jerk_mean,2.650974288512132e-05,GradientBoostingClassifier,"(2, 3, 15)"
wrist_acc_std,26.0,LGBMClassifier,"(2, 3, 15)"
upperarm_jerk_mad,18.0,LGBMClassifier,"(2, 3, 15)"
wrist_acc_max,14.0,LGBMClassifier,"(2, 3, 15)"
trunk_jerk_std,13.0,LGBMClassifier,"(2, 3, 15)"
trunk_acc_min,13.0,LGBMClassifier,"(2, 3, 15)"
upperarm_jerk_max,10.0,LGBMClassifier,"(2, 3, 15)"
upperarm_acc_max,10.0,LGBMClassifier,"(2, 3, 15)"
trunk_jerk_max,9.0,LGBMClassifier,"(2, 3, 15)"
trunk_jerk_mad,9.0,LGBMClassifier,"(2, 3, 15)"
wrist_acc_perc25,8.0,LGBMClassifier,"(2, 3, 15)"
trunk_acc_perc75,7.0,LGBMClassifier,"(2, 3, 15)"
wrist_acc_min,7.0,LGBMClassifier,"(2, 3, 15)"
trunk_acc_max,7.0,LGBMClassifier,"(2, 3, 15)"
wrist_jerk_max,6.0,LGBMClassifier,"(2, 3, 15)"
trunk_jerk_perc25,6.0,LGBMClassifier,"(2, 3, 15)"
upperarm_jerk_perc75,6.0,LGBMClassifier,"(2, 3, 15)"
wrist_acc_mad,6.0,LGBMClassifier,"(2, 3, 15)"
wrist_acc_length,3.0,LGBMClassifier,"(2, 3, 15)"
trunk_jerk_rms,3.0,LGBMClassifier,"(2, 3, 15)"
upperarm_jerk_perc25,3.0,LGBMClassifier,"(2, 3, 15)"
trunk_acc_mean,3.0,LGBMClassifier,"(2, 3, 15)"
trunk_acc_mad,3.0,LGBMClassifier,"(2, 3, 15)"
upperarm_jerk_rms,3.0,LGBMClassifier,"(2, 3, 15)"
upperarm_acc_med,3.0,LGBMClassifier,"(2, 3, 15)"
trunk_acc_perc25,3.0,LGBMClassifier,"(2, 3, 15)"
trunk_jerk_min,2.0,LGBMClassifier,"(2, 3, 15)"
wrist_jerk_mad,2.0,LGBMClassifier,"(2, 3, 15)"
wrist_acc_perc75,2.0,LGBMClassifier,"(2, 3, 15)"
wrist_jerk_std,2.0,LGBMClassifier,"(2, 3, 15)"
wrist_acc_mean,2.0,LGBMClassifier,"(2, 3, 15)"
upperarm_acc_perc25,1.0,LGBMClassifier,"(2, 3, 15)"
trunk_acc_med,1.0,LGBMClassifier,"(2, 3, 15)"
wrist_acc_rms,1.0,LGBMClassifier,"(2, 3, 15)"
upperarm_acc_rms,1.0,LGBMClassifier,"(2, 3, 15)"
upperarm_acc_perc75,1.0,LGBMClassifier,"(2, 3, 15)"
wrist_jerk_min,1.0,LGBMClassifier,"(2, 3, 15)"
trunk_jerk_mean,0.0,LGBMClassifier,"(2, 3, 15)"
wrist_jerk_perc75,0.0,LGBMClassifier,"(2, 3, 15)"
upperarm_jerk_med,0.0,LGBMClassifier,"(2, 3, 15)"
upperarm_jerk_min,0.0,LGBMClassifier,"(2, 3, 15)"
upperarm_jerk_std,0.0,LGBMClassifier,"(2, 3, 15)"
trunk_acc_rms,0.0,LGBMClassifier,"(2, 3, 15)"
trunk_acc_std,0.0,LGBMClassifier,"(2, 3, 15)"
